F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128
90,1393,0,0,24,46,0,0,177,7,113,46,0,0,47,0,31,0,4,0,0,0,0,0,0,70,77,13861,1,8,153,188,639,7,6,10,17,0,0,18,703,53,9,0,0,1,71,0,8,0,4,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,8,8,0,0,0,1,0,0,0,0,9,0,0,0,0,0,34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,708,102,119,0,0,0,0,294,0,6,31,118,0,0,0,80,0,3,12,12,2,18,0,8,78,43,0,17,23,17,15,0,25,0,0,0,2,0,0,22,35,0,7,0,2,0,0,31,0,0,1,12,0,0,4824,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,17844,87,111,263,1030,0,0,50,0,310,138,64,0,4,0,2840,3,4,0,1,0,15,0,61,2687,126,79,20,25,15,27,0,1,0,0,0,0,0,40,21,51,0,0,0,20,8,0,0,1,1,1,16,0,0,19,2,0,0,2,0,0,0,0,0,0,0,0,6,0,11,0,14,0,0,0,0,79,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,95,67,439,506,0,0,288,645,0,241,76,0,0,154,12,0,0,12,0,5,12,23,0,0,0,13848,489,1,21,2,18,36,9,0,0,0,2,0,0,0,24,0,0,2,13,11,33,0,0,0,1,133,587,63,5,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,330,12,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2
96,10884,74,238,0,0,0,0,46,98,0,162,85,0,0,0,0,0,23,0,0,0,0,0,0,0,98,546,21,7,41,820,13,7,0,0,0,4,0,82,93,57,0,6,1,1,3,0,2,0,2,1,0,4,80,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,1,0,0,47,112,69,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,72,1148,0,0,0,0,149,0,4,49,0,0,126,0,0,57,11,14,11,23,2,0,0,2712,0,116,8,8,177,1,719,3,96,0,15,29,2,0,50,12,0,30,0,1,0,1,0,1,3,0,0,0,0,0,0,5,25,12,0,0,0,0,0,0,0,1,5,0,2,0,7,0,0,0,2,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8,5,0,0,0,0,0,2,0,0,0,0,0
35,1699,21,174,344,0,0,0,179,0,394,10795,0,667,3,0,6,12,6,0,11,1,0,0,0,1139,30,0,21,1,0,19,22,4,266,0,3,1,0,174,13,12,0,130,1,0,25,0,0,0,0,1,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,304,140,0,0,0,0,21,0,0,37,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,17,48,15,0,0,0,0,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1812,66,160,11,0,0,166,22,0,0,0,0,0,5,0,0,0,12,0,0,2,4,0,0,57,69,84,16,23,2997,0,669,1,9,0,0,0,0,0,225,45,2,7,1,0,1,9,1,0,2,1,0,0,1,27,0,0,2,5,0,0,1,1,0,0,0,0,7,1,0,2062,4,0,0,0,40,9,0,0,39,0,0,15,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,134,1321,16,0,1,9,8,0,8,0,0,376,38,0,0,95,4,0,0,15,0,0,0,47,59,98,4,4,809,25,0,1,11,0,15,0,0,0,12,844,5,18,2,1,16,0,0,8,2,1,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,7,0,0,469,446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
59,412,28,62,194,0,0,0,176,5,379,137,0,10116,0,0,0,27,7,11,10,0,5,0,48,3384,119,16,23,4,249,18,52,1,7,0,0,0,0,0,69,81,0,140,0,1,0,11,24,0,0,1,0,0,0,16,0,0,0,10,0,0,1,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,35,314,855,0,0,758,530,0,5,107,103,0,189,0,0,64,6,14,0,1,29,0,0,0,43,136,110,1,645,22,254,0,507,0,0,0,0,10,92,854,0,0,1,0,0,8,61,0,2,32,244,0,0,5,0,0,20,2,2,0,1,0,0,0,4,0,4,0,5457,78,198,0,0,406,0,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,4,11,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,112,79,105,682,0,0,0,278,0,187,104,0,6,1,0,0,85,1,0,24,11,0,0,0,52,105,137,14,7,36,7,87,77,10,0,0,2,0,55,0,76,0,92,0,1,2,7,2,0,4,4,2,30,0,13,1,0,0,25,4,0,1,0,0,0,0,0,7,0,45,0,0,0,0,94,15,9,0,0,101,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,746,136,213,347,0,0,0,39,377,6,0,2674,327,375,0,0,0,5,0,7,0,0,0,1085,69,69,91,114,4,11,16,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0,1,0,6,0,0,0,4,0,0,0,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,19543,7,973,14,92,0,71,36,0,9,0,78,0,0,0,0,6,5,0,10,15,0,0,0,0,27,120,22,7,16,17,0,2,0,0,0,3,0,2,227,8,0,2,0,0,0,0,0,14,0,12,18,0,5,0,2,0,0,7,0,0,0,0,1,0,0,0,1,0,25,15,24,0,0,1014,216,87,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
22,650,30,81,42,0,0,21477,263,15,77,109,67,0,44,0,0,0,16,0,22,21,0,0,0,0,0,128,146,26,36,22,0,8,7,0,0,0,0,13,0,49,0,6,0,0,5,0,1,0,0,0,20,2,0,16,6,0,18,2,0,0,1,0,0,0,0,0,5,0,20,0,2,0,0,0,17,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,797,26,911,23,289,0,0,230,0,0,15308,0,191,15,0,13,0,6,9,13,0,0,0,0,40,0,126,20,25,18,223,0,5,4,0,0,144,0,0,0,66,0,128,0,0,8,6,0,0,0,1,0,0,1,0,0,0,0,33,5,0,1,0,0,0,0,0,0,0,0,0,13,0,0,49,7,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,701,22,45,0,0,1,26,16,3,8,71,0,1234,119,6,0,0,25,0,47,2,22,0,62,0,48,135,0,7,17,8,3,0,3,0,0,0,0,0,0,1547,0,3,0,1,0,0,0,0,0,6,0,0,5,0,1,0,5,8,0,0,1,0,0,0,5,0,1,0,0,43,0,0,0,872,80,42,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2584,21,51,715,455,0,781,429,0,2,0,24,2166,0,0,585,390,6,0,52,5,0,0,0,88,53,73,26,5,15,214,0,17,1,1,0,0,0,417,0,47,0,298,0,8,8,0,3,0,0,1,20,0,0,39,0,12,0,25,0,0,1,0,0,0,0,0,0,1,0,0,7,1,1,0,0,123,0,0,1,0,0,0,23,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,637,136,1485,226,0,0,71,182,0,3,122,51,176,7,0,0,44,6,0,0,0,4,0,0,0,75,122,6,26,842,18,0,0,12,0,0,0,0,0,1,315,0,21,0,1,0,0,10,0,0,1,0,0,1,22,5,0,0,5,0,0,0,0,0,0,0,0,6,0,0,15,74,0,5,0,11,80,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,416,98,1492,375,0,0,240,256,0,11,0,4,1478,22,0,0,230,13,0,3,8,1,0,118,99,83,0,0,3,37,36,3,0,9,0,0,3,0,0,0,81,0,42,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,391,171,236,0,985,0,89,60,0,11,0,75,1018,0,0,0,0,15,0,0,13,10,0,19,88,28,40,6,4,38,220,18,3,9,11,0,0,0,0,0,58,0,68,0,0,1,1,0,0,1,0,11,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,2,32,10,451,0,0,50,3,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,330,162,131,86,31,0,0,1233,0,118,55,100,189,155,0,0,0,0,6,0,0,0,0,42,12,70,121,78,6,851,23,0,0,3,0,0,2,0,0,3,24,0,2,1,0,0,0,1,0,2,0,0,0,0,5,7,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,53,0,0,0,0,38,1,4,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3402,124,829,692,0,0,0,49,0,87,18,0,0,11,0,0,0,5,0,10,0,29,0,25,0,6,74,0,7,20,8,153,4,6,1,0,17,0,0,16,14,0,9,0,0,0,0,0,3,29,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,3,0,0,12,4,5,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3064,0,37,2519,58,0,0,74,2,575,53,0,553,7,540,0,2363,6,0,4,0,0,0,0,38,13301,624,22,0,29,20,120,3,0,0,0,582,0,0,55,298,0,0,0,12,71,0,1,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,8,55,1098,103,0,0,1,0,0,0,0,0,196,0,0,0,2,36,0,0,0,0,0,0,5,30,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2
104,26658,252,7775,44,34,0,0,28,0,7,0,0,0,42,0,0,6,13,42,35,7,0,0,0,469,31,96,4,20,401,15,16,2,89,0,7,0,0,0,0,26,0,86,0,1,0,11,0,0,0,1,1176,1,0,0,0,0,0,6,7,0,1,0,0,0,25,0,0,0,196,0,0,0,0,0,11,3,0,0,26,0,12,0,0,0,1,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
120,593,41,170,88,33,0,132,47,0,6,97,326,1340,4,0,0,5,5,0,0,0,0,0,15,0,73,4,14,16,110,2,0,1,0,0,0,0,0,40,0,33,13,82,0,1,14,12,1,0,0,0,0,57,0,20,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0,1,0,33,0,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,66,0,38,0,0,248,0,3,0,0,568,0,0,32,3,7,0,0,0,32,0,0,70,45,70,0,17,14,0,1,5,13,1,0,3,0,0,4,44,0,9,17,0,0,0,0,0,18,0,0,625,0,18,2,0,0,2,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,9,0,0,1,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,544,152,260,37,1214,0,167,45,0,62,0,3,1205,5,0,0,0,3,5,4,1,15,1,0,49,101,0,15,12,32,9,173,3,73,0,0,3,0,0,0,47,0,1,0,113,4,7,1,0,0,15,13,2,0,6,0,0,0,2,0,0,0,404,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,6,0,0,0,0,5,2,0,0,0,2,36,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,84,1858,190,275,197,0,121,20,0,0,0,0,224,11,0,865,12,15,7,19,0,0,0,2,0,0,120,8,7,23,14,15,6,9,0,0,0,0,0,9,0,0,58,0,0,0,11,0,0,1,16,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,6,1,0,0,1,1,0,18,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,479,92,235,66,359,0,0,30,0,436,13,1817,662,86,4,0,0,18,0,0,5,4,1,8412,39,48,0,1,5,7,0,35,17,0,11,0,5,3,58,0,679,11,0,8,0,0,0,1,9,0,0,1,2,2,8,3,0,4,28,0,0,1,0,0,0,0,0,0,7,0,4,0,0,0,0,531,8,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,4,0,8,25,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
125,1017,57,154,0,0,0,26,53,117,0,61,0,1395,2,0,0,16,158,0,0,0,18,0,0,50,93,731,2,15,15,1,1845,0,2,0,0,2,1,0,0,28,5,68,0,4,37,0,4,1,0,1,0,4,0,29,0,0,26,22,0,0,1,0,0,0,1,16,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2630,119,2115,556,0,0,0,0,0,1,77,23,258,0,0,0,93,5,0,22,0,43,1,0,33,0,763,3,15,31,11,0,5,7,0,0,366,0,0,0,67,0,27,0,0,2,0,0,0,59,6,0,5,0,39,0,0,0,1,0,0,2,0,0,0,1,0,52,0,0,0,3,0,0,12,1,145,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,681,22,135,163,714,0,0,255,20,3,130,0,7899,4,63,18,26,2,0,0,0,0,0,1,1758,0,141,16,1,0,51,0,5,0,0,0,0,0,12,0,60,0,28,0,1,0,0,0,0,4,15,9,5,0,17,0,0,0,8,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,460,76,591,353,0,0,226,249,0,12,0,23,1371,12,0,77,241,19,0,20,0,35,0,59,6,18,87,2,15,25,872,23,9,8,0,169,0,0,10,9,55,0,18,0,7,0,2,1,1,0,14,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,1,6,1,51,0,0,0,0,0,7,7,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,524,21,639,1079,0,0,22,14,0,6,40,31,1559,78,0,0,36,14,40,15,0,17,0,882,41,39,90,12,0,748,12,0,0,0,0,0,39,0,0,0,69,1,0,0,0,6,0,8,0,1,1,12,7,0,24,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,84,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,15,121,8,482,0,48,204,1,8,113,0,1109,152,0,146,195,6,42,0,0,0,0,0,83,86,125,6,4,16,6,0,1,4,0,0,108,0,0,7,65,0,4,0,0,0,0,0,4,49,1,0,0,7,0,0,0,0,14,0,0,1,0,0,0,1,0,0,0,95,0,34,0,0,0,65,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
188,279,0,102,4,23,0,0,227,0,715,43,71,0,125,0,0,63,3,12,6,0,0,0,0,81,84,594,6,7,16,11,0,4,8,0,0,522,0,17,0,40,0,38,0,1,0,0,0,0,3,34,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,278,0,0,0,0,9,0,0,10,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,298,0,835,372,37,0,0,185,0,216,160,7843,10676,244,38,0,13,2,0,6,10,12,0,57,32,12,404,4,5,12,6,175,6,0,0,0,53,0,40,5,34,0,2,0,1,5,0,9,0,41,10,0,2,13,2312,2,0,25,4,13,0,41,0,0,0,0,0,4,0,45,0,0,0,0,0,188,7,0,0,1,0,2,0,0,0,0,0,0,0,0,18,0,0,0,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
128,630,170,9616,439,0,0,0,119,0,537,0,0,798,25,0,129,0,13,0,7,0,0,0,0,57,91,71,12,22,23,0,5,8,2,0,2,0,1,0,27,59,8,3,0,1,1,0,2,0,2,1,0,3,9,10,0,0,0,7,0,0,1,0,0,0,0,0,2,0,0,1019,2,0,0,0,42,0,0,0,1,0,2,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,735,0,41,485,0,0,214,20,0,4,48,0,754,31,0,0,0,8,0,0,1,26,0,1,23,63,0,24,3,9,25,160,4,0,0,0,0,0,10,10,94,2,95,0,1,0,0,0,0,0,13,0,0,0,2,0,0,14,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,36,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,509,0,77,0,0,0,0,15,0,7,23,0,1214,0,0,82,74,0,0,0,0,36,0,57,17,0,65,0,6,12,0,863,17,11,0,0,0,0,0,43,25,0,0,0,0,5,0,1,8,51,1,2,6,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,758,644,1065,18,1094,0,93,37,1789,11,101,45,1481,2,0,0,0,23,0,10,0,12,0,0,22,0,0,21,7,2,37,0,1,6,0,0,0,0,45,20,59,0,68,0,2,0,0,1,0,39,12,38,0,0,22,7,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41,2,690,0,0,10,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,663,18,235,569,1238,0,196,809,0,6,0,14,751,0,0,0,60,13,0,8,4,3,0,0,0,77,4,9,4,36,0,216,67,8,1,0,1,0,0,0,70,0,4,0,10,3,6,14,0,1,5,0,0,5,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,340,3,0,0,1,0,0,0,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,698,165,577,0,189,0,0,18,0,10,0,76,0,34,0,101,57,4,10,5,4,17,0,19,0,72,292,14,3,39,18,1,1,4,0,0,0,0,0,0,12,0,2,0,2,1,0,0,0,0,9,3,6,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1627,151,0,0,0,13,342,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,317,102,154,242,42,0,153,58,0,0,49,37,0,31,0,0,0,17,0,0,0,0,0,0,34,11,112,6,7,30,592,15,6,5,0,0,0,0,0,0,0,0,6,0,2,3,0,0,0,0,13,0,18,0,18,0,0,0,0,0,0,0,0,1,0,0,0,4,0,24,7,161,0,0,0,3,14,0,0,101,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,79,180,173,429,0,0,215,104,0,104,0,2812,1914,102,0,3,4,0,0,3,12,7,0,83,47,78,151,1,17,17,101,17,1,0,0,13,0,0,0,418,39,0,64,0,0,1,0,5,0,0,1,737,3,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,4,2,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,308,22,129,58,0,0,0,40,0,125,0,2789,4279,0,0,1869,163,0,0,13,0,35,0,48,67,29,0,0,5,963,13,15,1,297,0,0,1,0,0,2,22,0,0,0,56,0,0,0,16,3,0,0,0,6,0,7,0,0,8,0,0,1,0,0,0,0,1,58,0,0,0,0,0,0,8,7,4,0,0,4,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2253,176,212,114,0,1,0,158,0,8,0,0,0,0,3,640,0,22,1,23,2,1,0,25,0,81,92,5,17,1045,280,4,2,175,11,0,53,0,0,113,0,1,2,0,2,37,1,0,0,0,0,2,1,0,7,0,1,2,0,1,0,0,0,0,0,0,0,4,0,0,82,4,0,0,0,2,0,0,0,101,0,4,8,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,422,6,221,0,0,0,0,163,0,9,0,0,297,30,0,0,0,5,0,0,9,0,0,89,75,32,16,148,7,11,26,0,15,2,0,0,3,0,0,0,50,0,16,0,0,1,0,18,0,0,11,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,11,0,0,0,0,5,140,0,0,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,542,129,117,532,0,0,0,285,0,5,29,68,0,143,38,0,7,25,0,8,0,0,0,141,332,0,0,26,7,43,3,0,5,0,0,0,0,0,0,0,87,0,56,0,2,0,0,0,0,2,0,3,6,21,10,0,0,0,9,0,0,0,0,0,0,1,0,6,0,0,0,127,0,0,0,16,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,513,21,98,0,51,0,0,17,0,9,0,0,0,0,0,21,200,25,0,0,8,4,0,0,0,0,291,22,20,24,10,0,3,0,0,0,0,0,0,16,6622,0,4,0,2,0,0,4,0,4,1,27,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,74,0,9,0,0,0,374,9,0,0,6,6,0,0,2,0,0,0,0,0,0,47,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,322,79,1479,0,1957,0,0,565,0,3,65,0,1189,22,0,0,0,3,0,20,3,8,0,43,57,94,89,23,25,6,20,15,13,2,0,9,990,0,0,1,90,0,71,0,1,1,8,3,0,0,14,341,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,0,6,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
