,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128
848,1580,3550,31,1254,-50,527,0,975,47,288,-5,40,485,13285,-20,22,919,-65,-12,0,-26,-20,-1,0,44,-55,-347,-60,-12,3,-62,61,-26,6,18,0,13,-25,10,64,-59,-19,0,0,0,-4,0,0,0,0,-17,0,10,-16,2,389,-1,0,0,-3,-2,0,3,4,120,0,3,0,-8,0,27,215,-25,-2,4,435,189,-17,0,0,19,0,0,7,1,0,44,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,1444,2097,1,1969,1186,620,0,-217,-8,82,40,265,1096,13403,100,49,-201,5,-15,0,707,36,22,0,-915,33,-1106,-942,-7,11,84,56,55,23,41,5,-10,22,-10,76,-100,-79,5,33,4,16,1,-2,1,30,11,6,32,-31,0,455,0,0,0,7,0,0,0,-4,-74,0,74,0,-13,0,-778,168,190,-4,-5,-624,444,51,0,0,8,0,0,2,1,-1,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,105,692,17,244,-9,54,0,-152,32,10,-1,-77,59,-2096,-19,24,167,-19,-5,0,-15,-1,17,0,169,-31,-46,122,-4,7,26,9,13,4,7,0,-18,-5,6,55,24,-20,0,4,0,-5,0,0,0,1,13,2,-44,-16,1,-7,0,0,0,-1,-1,0,-1,-1,33,0,1,0,-1,0,-222,19,-11,-3,4,147,27,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,358,642,-17,-173,-42,18,0,151,71,8,-6,-151,111,-4125,-19,36,44,-117,-1,0,-39,-14,-2,0,174,-102,-188,36,-16,9,-7,21,25,12,13,0,-21,-12,22,72,-12,-61,0,3,0,-4,0,0,0,0,-10,2,-75,-20,2,38,-1,0,0,-4,-1,0,3,-1,75,0,1,0,-6,0,-131,13,-19,-13,7,281,81,28,0,0,3,0,0,3,1,1,13,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,677,-111,44,1585,1270,288,0,-1635,99,-9,13,106,879,6251,0,88,346,-45,-18,0,707,27,39,0,231,15,353,395,-7,23,108,41,21,15,-16,0,-53,19,3,74,-31,-108,0,3,0,0,0,-1,2,27,21,2,-26,-38,-1,278,0,0,0,4,1,0,0,-2,-28,0,70,0,-16,0,441,57,27,0,-2,487,315,6,0,0,-2,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,8477,20797,-26,8524,-6,3321,0,5543,-45,2119,2,1019,2936,118423,19,47,5457,70,7,3,-33,11,58,0,-122,57,-207,61,-9,22,-35,266,-75,0,12,0,-70,-26,1,-12,-110,438,0,5,0,4,2,0,0,0,25,4,726,-12,11,2292,0,0,0,8,-2,0,-8,7,195,0,-2,0,-58,0,1350,1312,-27,5,4,1311,635,38,0,0,92,0,0,0,-2,-5,-10,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,233,-112,35,927,754,50,1,-702,5,-24,-4,302,607,732,-19,3,-728,4,-12,2,528,2,42,0,-1060,-53,-1027,-911,-1,5,29,20,5,24,-22,0,-60,11,4,75,-68,31,0,5,0,1,1,-1,1,17,8,1,-51,-18,0,223,0,0,0,2,0,0,-3,-4,-29,0,46,0,-39,0,-911,62,-7,7,-2,-893,118,15,0,0,0,0,0,0,-2,0,-1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,118,638,34,740,407,375,0,107,115,-11,49,52,35,5882,278,17,1002,89,-6,0,76,18,42,0,720,48,578,654,5,4,95,75,72,5,177,12,16,9,3,35,1,41,11,74,11,18,2,2,2,7,14,2,-2,-10,0,79,0,0,0,5,4,0,-3,0,6,0,17,0,-9,0,438,106,347,2,-1,635,472,76,0,0,1,0,0,0,0,-3,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
856,6123,14869,-5,5760,81,2556,0,3916,61,1444,12,373,2026,80156,28,43,4495,77,-5,0,9,4,37,0,152,-109,379,458,-11,8,5,171,-51,6,-7,0,-16,-4,0,21,-9,121,0,9,0,2,0,0,0,0,38,0,493,-14,9,1619,0,0,-1,3,-2,0,0,5,157,0,0,0,-15,0,1016,942,0,2,2,1213,505,-3,0,0,62,0,0,1,0,-2,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,4254,10894,0,4349,261,1995,0,2730,119,1007,43,304,1372,58348,231,43,3239,97,-8,0,0,11,45,0,121,14,184,306,0,7,49,189,10,8,144,10,-14,0,-1,8,-71,98,9,59,10,16,2,1,2,3,33,1,369,-9,5,1134,0,0,0,5,1,0,-1,3,103,0,10,0,-9,0,694,718,271,8,1,1048,662,55,0,0,44,0,0,0,1,-5,-3,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
858,6201,15234,-8,5889,107,2677,0,4160,72,1440,14,368,2006,81837,49,63,4625,56,-2,0,6,9,37,0,138,-66,281,433,-4,5,19,195,-29,4,24,2,-32,-3,-3,36,-44,155,1,15,2,2,0,0,0,1,36,0,482,-16,9,1617,0,0,0,2,-1,0,-4,6,184,0,0,0,-15,0,981,938,46,2,2,1161,608,-10,0,0,60,0,0,0,0,-3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,8154,20131,-45,7777,53,3427,0,5433,16,1949,-2,667,2780,107382,23,44,5501,67,-5,2,49,5,33,0,-257,-69,-164,30,1,5,52,225,-54,7,8,0,-45,-7,1,66,-42,253,0,3,0,0,1,0,0,0,16,1,617,-7,12,2153,0,0,-1,5,-2,0,-2,6,168,0,-2,0,-41,0,1094,1228,-18,1,2,1002,652,2,0,0,81,0,0,-1,-1,-3,-1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,8449,20589,-19,8641,-22,3163,0,5945,-134,2160,15,1095,2844,120202,9,68,5350,12,17,0,-119,21,72,0,-125,67,-291,48,-21,34,-44,265,-52,-27,4,1,-36,-28,6,-80,-102,429,0,9,0,7,2,-1,0,1,40,6,777,-30,10,2225,0,0,0,9,0,0,-17,8,183,0,-1,0,-46,0,1369,1290,-8,6,5,1266,652,57,0,0,94,0,0,0,-2,-5,-13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,7027,16862,-10,6598,96,2928,0,4514,41,1588,9,503,2225,91260,36,45,5051,51,-6,0,-5,0,21,0,-82,-77,183,325,0,4,-17,198,-39,-1,28,1,-26,-10,0,42,-78,184,1,10,1,2,0,0,0,0,15,-1,511,-19,10,1822,-1,0,-1,2,-1,0,-4,9,226,0,1,0,-16,0,1073,1019,34,0,0,1283,730,-34,0,0,65,0,0,0,0,-3,31,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,2194,6015,31,2503,210,1168,0,1700,80,504,38,163,722,31010,198,5,1919,84,-6,0,16,9,49,0,9,-27,69,197,0,2,35,127,19,11,125,9,-13,-1,0,31,-51,59,8,54,9,15,1,1,1,3,30,1,175,-9,2,621,0,0,0,2,0,0,-2,2,81,0,9,0,-19,0,251,420,244,6,1,517,476,33,0,0,25,0,0,2,0,-3,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863,4632,10580,-3,4842,847,2077,0,2025,31,940,38,439,1874,58665,157,66,2672,47,-17,0,398,26,37,0,-506,35,-341,-254,-2,10,88,178,19,16,90,7,1,9,-1,52,-104,-25,6,44,6,17,2,0,2,19,22,4,345,-23,6,1264,0,0,0,7,0,0,0,1,39,0,48,0,-29,0,260,679,217,0,-1,483,703,59,0,0,43,0,0,1,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864,185,490,42,354,-45,12,0,101,-17,-51,0,73,-10,-1173,-34,41,174,-13,-7,0,-20,-14,5,0,-96,10,-302,-78,-4,0,-33,24,-17,-4,14,0,21,-18,-7,75,-81,-57,0,0,0,-4,0,0,0,0,-11,0,-88,-23,0,38,-1,0,0,-3,-2,0,-1,4,80,0,5,0,15,0,-349,15,-8,-1,0,183,118,-52,0,0,4,0,0,8,0,2,55,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,76,89,63,542,330,411,0,-218,76,-9,64,50,-38,4615,354,11,532,100,-1,0,-12,22,48,0,310,23,151,85,11,4,61,95,111,11,250,16,-29,7,0,59,-54,29,15,99,16,24,3,3,2,6,3,3,48,10,-1,51,0,0,0,5,4,0,-3,-1,30,0,14,0,-11,0,82,110,478,7,-1,269,562,83,0,0,1,0,0,0,0,-3,-2,0,0,0,0,-1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
866,93,56,13,423,201,-8,0,-125,41,-18,-8,194,160,-735,0,-27,-73,50,-8,2,176,0,33,0,-172,-43,-310,-203,1,3,36,0,-7,16,-7,0,-23,7,1,41,-9,136,0,4,0,-1,0,0,0,3,6,0,-94,-3,0,78,0,0,0,1,0,0,-2,0,-3,0,9,0,-29,0,-248,56,-18,5,0,-245,16,8,0,0,0,0,0,0,-2,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,659,440,44,1431,1169,226,1,-1254,20,-9,1,239,885,4974,-10,62,-35,-10,-16,1,718,15,31,0,-390,-2,-253,-216,-3,15,82,35,-1,25,-32,0,-51,15,4,90,-80,-125,0,8,0,6,1,-1,2,27,14,0,-26,-33,0,311,0,0,0,4,0,0,-1,-4,-46,0,69,0,-32,0,-86,75,5,2,-1,-96,253,38,0,0,0,0,0,0,0,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,8904,21295,-55,8597,388,3608,0,4964,-27,2029,1,764,3251,117470,12,57,5754,63,-9,1,199,10,34,0,-504,-26,-192,-94,-6,17,16,261,-68,14,-1,0,-30,0,-2,12,-34,269,0,4,0,4,2,-1,0,6,28,3,747,-22,11,2375,0,0,-1,8,-2,0,-3,7,142,0,14,0,-65,0,1182,1290,0,3,5,1300,739,22,0,0,88,0,0,0,-1,-4,-6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,8477,20871,-25,8391,2,3417,0,5594,-30,2108,1,946,2943,116978,18,40,5572,65,5,3,-15,9,55,0,-160,35,-206,32,-5,19,-5,266,-76,-1,14,0,-65,-24,0,15,-95,368,0,5,0,2,1,0,0,0,25,2,711,-10,11,2275,0,0,0,7,-2,0,-6,6,192,0,-2,0,-55,0,1330,1301,-24,5,4,1269,659,30,0,0,90,0,0,0,-2,-5,-8,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,6466,15118,-6,6402,606,2609,0,3399,-20,1460,-2,655,2545,83370,-1,55,3883,42,-7,1,386,4,30,0,-664,-98,-509,-367,-5,6,43,180,-35,20,-18,0,-47,3,0,75,-83,111,0,7,0,4,1,-1,0,13,21,0,483,-27,8,1797,0,0,-1,5,-1,0,-1,4,98,0,31,0,-36,0,492,936,-10,1,1,573,590,25,0,0,62,0,0,-1,-1,-3,-5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,7324,17177,12,6733,-9,2970,0,4808,20,1691,0,549,2316,95179,2,50,4813,33,-6,0,-13,-1,25,0,-231,-46,-293,-54,-10,4,-9,201,-55,-2,-2,0,-25,-16,-5,58,-107,77,0,0,0,1,0,0,0,0,2,-1,554,-12,10,1904,0,0,-1,0,-2,0,1,7,189,0,0,0,-2,0,971,1065,-19,0,0,953,649,-23,0,0,73,0,0,2,1,-2,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,208,-259,37,890,708,10,1,-837,-1,-3,-5,263,570,-41,-22,28,-640,-2,-13,2,488,2,42,0,-926,-35,-981,-897,0,5,29,31,5,23,-16,0,-56,5,4,81,-61,30,0,5,0,3,1,-1,1,16,14,0,-70,-16,0,211,0,0,0,3,0,0,-2,-3,-15,0,44,0,-37,0,-795,74,-12,6,-1,-857,118,16,0,0,0,0,0,0,-2,0,-2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,8761,21463,-63,8364,110,3608,0,5661,12,2043,3,680,2980,115805,23,75,6063,80,-4,2,45,9,38,0,-62,-42,161,342,-3,14,25,255,-68,6,6,0,-47,-6,1,29,-20,295,0,4,0,0,1,0,0,0,29,2,695,-12,12,2304,0,0,-1,7,-2,0,-5,7,178,0,-3,0,-47,0,1428,1309,-12,4,4,1469,707,12,0,0,87,0,0,0,-1,-4,-3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,4389,10704,19,4534,105,1950,0,2832,65,1036,-2,508,1777,59865,13,4,3206,68,-5,3,137,4,46,0,26,-53,-71,41,7,0,58,125,-28,15,14,0,-45,-9,-4,75,181,214,0,1,1,-2,0,0,0,1,15,-1,355,12,6,1170,0,0,0,1,-2,0,0,2,121,0,7,0,-37,0,753,738,-24,0,2,651,420,45,0,0,43,0,0,0,-1,-2,-2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,4276,10481,9,4066,65,1807,0,2814,30,953,1,354,1398,54294,13,0,3177,47,-5,1,40,1,27,0,96,-62,135,271,-5,0,51,129,-27,6,0,0,-31,-3,0,55,-37,151,0,4,0,-3,0,0,0,0,14,0,240,-14,7,1129,0,0,0,2,-1,0,-3,4,153,0,-2,0,-24,0,751,658,-10,0,2,747,415,-28,0,0,40,0,0,0,-1,-2,12,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,8298,20571,-2,8443,-22,3237,0,5772,-73,2104,11,1084,2848,117425,13,27,5394,40,9,1,-62,14,67,0,-186,88,-295,18,-21,23,-22,266,-79,-12,8,0,-47,-32,2,-35,-118,405,0,7,0,5,1,0,0,0,32,5,731,-19,10,2206,0,0,0,8,-2,0,-11,5,192,0,-3,0,-55,0,1365,1282,-15,5,5,1310,638,52,0,0,91,0,0,0,-2,-7,-12,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,875,1062,26,1569,1143,373,1,-700,35,35,10,267,901,8663,-1,93,453,0,-18,1,680,19,28,0,-90,3,8,105,-4,11,62,36,11,29,-24,0,-43,16,3,79,-79,-78,0,8,0,6,1,-1,2,27,16,2,-40,-28,0,360,0,0,0,3,0,0,-1,-4,-12,0,67,0,-29,0,100,115,10,4,-2,167,282,44,0,0,1,0,0,1,0,-1,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,2133,3921,-8,2594,1212,930,0,-27,13,244,37,318,1366,22673,87,61,302,15,-18,0,718,36,29,0,-858,31,-1039,-877,-6,10,78,77,47,25,38,4,0,23,-5,73,-110,-88,4,29,4,17,1,-2,1,30,5,6,80,-29,1,640,0,0,0,7,0,0,0,-4,-47,0,77,0,-13,0,-596,273,164,-3,-5,-532,482,52,0,0,14,0,0,3,1,-1,-3,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,8309,20339,-29,8336,-13,3232,0,5945,-115,2100,14,995,2810,116321,8,73,5417,11,15,0,-90,21,64,0,-181,44,-280,33,-15,31,-11,258,-59,-27,4,0,-31,-24,1,-46,-69,336,0,8,0,5,1,-1,0,2,42,4,749,-25,10,2160,0,0,0,7,-1,0,-14,7,167,0,-1,0,-45,0,1313,1258,-5,5,4,1210,664,52,0,0,90,0,0,0,-1,-5,-13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,8434,20414,-28,8530,-16,3181,0,5829,-105,2132,14,1025,2822,118724,12,86,5343,28,14,0,-102,19,64,0,-127,53,-269,65,-19,32,-38,255,-63,-25,0,0,-38,-26,3,-68,-82,396,0,9,0,6,2,-1,0,1,42,5,780,-28,11,2209,0,0,0,9,0,0,-14,7,177,0,-1,0,-44,0,1348,1286,-11,5,4,1247,650,53,0,0,93,0,0,0,-1,-5,-12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,134,-251,50,225,329,431,0,-250,73,-7,66,104,-11,4943,360,-15,723,92,0,0,-44,30,29,0,451,-32,201,136,17,-6,43,96,108,12,241,16,-18,7,-2,92,-71,-7,15,96,15,22,3,3,3,6,9,5,129,29,-1,47,0,0,0,6,4,0,-3,2,17,0,11,0,-9,0,297,86,499,8,-1,369,584,83,0,0,2,0,0,0,-1,-2,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
882,2601,5941,27,3114,840,1300,0,775,-2,491,49,322,1184,33284,196,81,1164,41,-17,0,396,30,40,0,-761,40,-596,-551,2,8,78,134,43,18,135,10,-19,6,-2,52,-112,-105,9,60,9,22,2,0,2,20,24,3,156,-18,2,764,0,0,0,7,1,0,-1,0,5,0,50,0,-30,0,-334,387,290,1,-2,-108,633,66,0,0,23,0,0,2,1,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
883,2826,4035,27,3840,825,1693,0,1805,259,212,58,300,2875,42019,55,57,3283,166,-18,2,856,6,108,0,115,-58,-47,171,11,15,124,38,67,30,63,4,-7,5,-8,10,1923,310,4,4,4,0,0,1,0,23,2,-5,704,42,2,405,0,0,0,0,-1,0,-7,-4,36,0,69,0,-8,0,1302,945,60,-3,5,571,886,263,0,0,11,0,0,0,-1,0,5,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,8801,20499,38,8065,-2,3577,0,5590,6,2063,1,731,2806,115124,5,69,5646,24,-1,0,-33,1,25,0,-392,-11,-389,-130,-8,9,0,248,-68,-7,3,0,-21,-23,-8,52,-126,128,0,2,0,0,1,0,0,0,4,-1,677,-18,12,2261,0,0,-1,2,-2,0,0,9,222,0,1,0,-6,0,1187,1276,-16,-1,0,1152,772,-9,0,0,87,0,0,0,1,-4,51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,534,270,25,1542,1224,401,0,-700,38,-10,49,67,900,6009,139,94,-542,-10,-29,0,718,36,54,0,-845,16,-1221,-1022,-4,-2,64,57,92,17,88,7,-34,17,10,80,-77,-165,6,40,6,17,2,-1,2,30,10,5,-32,-26,-1,334,0,0,0,7,1,0,-2,-6,-46,0,77,0,-18,0,-840,100,234,1,-6,-989,468,55,0,0,0,0,0,0,0,-2,-1,0,0,0,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
886,8408,20659,-32,8427,-2,3325,0,5462,-37,2095,0,998,2924,117034,19,51,5452,71,7,3,-26,10,56,0,-128,50,-188,76,-5,21,-27,264,-71,0,12,0,-75,-24,0,2,-109,427,0,5,0,3,1,0,0,0,23,4,704,-11,11,2273,0,0,0,8,-2,0,-7,7,189,0,-2,0,-55,0,1309,1298,-28,5,4,1290,631,35,0,0,90,0,0,0,-2,-4,-9,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,8285,20275,-31,8574,-25,3054,0,5824,-166,2112,18,1148,2795,116546,10,47,5191,10,18,0,-134,23,73,0,-61,68,-276,54,-18,45,-68,256,-51,-36,9,1,-23,-33,10,-111,-84,470,0,11,0,7,2,-1,0,1,40,7,773,-34,10,2137,1,0,0,10,0,0,-20,10,177,0,0,0,-59,0,1391,1271,-7,9,5,1253,636,61,0,0,93,0,0,0,-2,-5,-15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,8367,20381,-18,8401,-19,3215,0,5840,-97,2121,14,993,2819,118186,9,72,5369,18,11,0,-89,18,63,0,-168,57,-293,19,-22,27,-28,258,-63,-21,2,0,-30,-26,1,-58,-85,351,0,7,0,6,1,-1,0,1,40,5,768,-24,10,2201,0,0,0,8,-1,0,-12,6,181,0,-1,0,-43,0,1337,1276,-7,5,5,1251,659,54,0,0,92,0,0,0,-1,-5,-12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,8477,20724,-25,8228,-2,3448,0,5862,-25,2115,11,853,2849,116623,11,86,5667,24,6,0,-47,13,48,0,-261,16,-272,31,-16,16,33,252,-75,-15,0,0,-19,-21,-5,9,-56,215,0,5,0,2,0,0,0,1,39,2,734,-19,11,2185,0,0,-1,5,-2,0,-4,5,168,0,-1,0,-28,0,1263,1277,-8,1,3,1218,689,42,0,0,90,0,0,0,0,-5,-9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,8471,20653,-28,8569,-4,3268,0,5631,-64,2124,6,1034,2914,118514,20,52,5411,58,8,2,-47,12,60,0,-130,65,-228,54,-13,26,-42,264,-76,-8,11,0,-60,-29,4,-35,-90,438,0,6,0,4,2,0,0,0,33,5,747,-17,11,2266,0,0,0,9,-1,0,-11,7,194,0,-1,0,-60,0,1388,1313,-22,6,4,1297,643,46,0,0,93,0,0,0,-2,-5,-11,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,462,412,118,406,1,125,0,568,59,-58,-1,-20,-21,-204,-13,12,392,27,-7,0,8,-1,19,0,238,7,-16,276,4,3,-50,-1,-3,3,-11,0,8,-8,-1,59,-31,60,0,3,0,-5,1,0,0,1,-14,1,-105,-22,0,42,0,0,-1,0,0,0,-4,2,84,0,0,0,11,0,-164,54,-10,3,-1,109,44,-34,0,0,-1,0,0,0,1,0,72,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,7087,17671,0,6924,0,2996,0,4574,66,1751,11,707,2406,99741,6,62,4908,30,-7,0,-14,0,37,0,-368,56,-269,5,-31,-2,30,216,-89,9,-10,0,-17,-21,-10,42,-85,118,0,2,0,0,0,0,0,-1,28,4,591,-10,10,1849,0,0,0,5,-4,0,4,0,149,0,-3,0,-14,0,1048,1089,-7,-3,5,1097,577,36,0,0,78,0,0,3,1,-6,-3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,172,-160,38,929,782,-76,1,-922,14,-1,-5,297,642,1311,-24,-5,-713,6,-15,1,531,0,43,0,-960,-97,-894,-786,0,4,10,4,13,20,-16,0,-87,6,4,66,-65,-34,0,5,0,1,1,-1,1,18,16,0,-33,-22,-1,200,0,0,0,1,0,0,-2,-5,-47,0,48,0,-38,0,-783,20,-6,7,-3,-700,129,18,0,0,0,0,0,0,-2,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,1368,2504,19,1733,921,664,0,496,36,99,44,227,844,13993,157,-20,555,39,-9,0,476,34,13,0,-153,66,-393,-306,-4,16,93,56,54,14,64,6,22,16,-12,58,-72,-5,7,43,6,16,1,-1,1,21,12,6,83,-22,1,372,0,0,0,8,1,0,2,-1,-75,0,53,0,-7,0,33,193,241,-1,-3,191,451,57,0,0,11,0,0,3,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
